Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Dj Chark,JAX,4.0,4.0,22.0,7.0,31.8,154.0,22.0,2.0,7.0,41.0,7.0,1.8,38.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Dorsett,3TM,6.0,0.0,14.0,7.0,50.0,110.0,15.7,0.0,3.0,36.0,7.9,1.2,18.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Farrell,JAX,15.0,4.0,11.0,7.0,63.6,56.0,8.0,0.0,3.0,21.0,5.1,0.5,3.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Gray,KAN,16.0,1.0,10.0,7.0,70.0,36.0,5.1,1.0,2.0,8.0,3.6,0.4,2.3,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Penny Hart,SEA,17.0,0.0,12.0,7.0,58.3,59.0,8.4,0.0,3.0,16.0,4.9,0.4,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godwin Igwebuike,DET,17.0,1.0,10.0,7.0,70.0,60.0,8.6,0.0,4.0,18.0,6.0,0.4,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse James,CHI,14.0,9.0,8.0,7.0,87.5,62.0,8.9,1.0,3.0,19.0,7.8,0.5,4.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Craig Reynolds,DET,5.0,2.0,8.0,7.0,87.5,52.0,7.4,0.0,3.0,14.0,6.5,1.4,10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Ward,PHI,17.0,0.0,11.0,7.0,63.6,95.0,13.6,3.0,4.0,27.0,8.6,0.4,5.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.25,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Wilson,SFO,9.0,4.0,8.0,7.0,87.5,31.0,4.4,0.0,1.0,11.0,3.9,0.8,3.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eno Benjamin,ARI,9.0,0.0,7.0,6.0,85.7,42.0,7.0,0.0,4.0,12.0,6.0,0.7,4.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Chris Carson,SEA,4.0,4.0,6.0,6.0,100.0,29.0,4.8,0.0,1.0,16.0,4.8,1.5,7.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Clement,DAL,17.0,0.0,7.0,6.0,85.7,29.0,4.8,1.0,1.0,8.0,4.1,0.4,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaelon Darden,TAM,9.0,0.0,12.0,6.0,50.0,43.0,7.2,0.0,1.0,29.0,3.6,0.7,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Kennedy,DET,12.0,0.0,10.0,6.0,60.0,54.0,9.0,0.0,2.0,15.0,5.4,0.5,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Manhertz,JAX,17.0,10.0,9.0,6.0,66.7,71.0,11.8,1.0,4.0,22.0,7.9,0.4,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre' Mckitty,LAC,11.0,4.0,8.0,6.0,75.0,45.0,7.5,0.0,3.0,12.0,5.6,0.5,4.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Miller,2TM,3.0,1.0,12.0,6.0,50.0,25.0,4.2,1.0,3.0,10.0,2.1,2.0,8.3,0.0,Chicago Bears,WR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashaad Penny,SEA,10.0,6.0,8.0,6.0,75.0,48.0,8.0,0.0,3.0,27.0,6.0,0.6,4.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Curtis Samuel,WAS,5.0,1.0,9.0,6.0,66.7,27.0,4.5,0.0,4.0,10.0,3.0,1.2,5.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shi Smith,CAR,6.0,0.0,11.0,6.0,54.5,104.0,17.3,0.0,3.0,63.0,9.5,1.0,17.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Stills,NOR,13.0,4.0,23.0,6.0,26.1,68.0,11.3,1.0,4.0,22.0,3.0,0.5,5.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Williams,MIA,8.0,3.0,16.0,6.0,37.5,71.0,11.8,0.0,3.0,34.0,4.4,0.8,8.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Auclair,HOU,16.0,13.0,5.0,5.0,100.0,47.0,9.4,1.0,2.0,15.0,9.4,0.3,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le'Veon Bell,2TM,8.0,0.0,7.0,5.0,71.4,30.0,6.0,1.0,3.0,15.0,4.3,0.6,3.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dez Fitzpatrick,TEN,4.0,0.0,8.0,5.0,62.5,49.0,9.8,1.0,4.0,18.0,6.1,1.3,12.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Fortson,KAN,6.0,0.0,5.0,5.0,100.0,47.0,9.4,2.0,3.0,27.0,9.4,0.8,7.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Gordon,KAN,12.0,7.0,14.0,5.0,35.7,32.0,6.4,1.0,3.0,11.0,2.3,0.4,2.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kj Hamler,DEN,3.0,2.0,10.0,5.0,50.0,74.0,14.8,0.0,4.0,28.0,7.4,1.7,24.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Hesse,ATL,8.0,1.0,6.0,5.0,83.3,43.0,8.6,0.0,3.0,17.0,7.2,0.6,5.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Jones,NOR,11.0,4.0,8.0,5.0,62.5,29.0,5.8,0.0,2.0,19.0,3.6,0.5,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Kelley,LAC,10.0,0.0,6.0,5.0,83.3,38.0,7.6,0.0,1.0,17.0,6.3,0.5,3.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Miller,TAM,9.0,0.0,9.0,5.0,55.6,38.0,7.6,0.0,2.0,13.0,4.2,0.6,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby Parkinson,SEA,14.0,1.0,8.0,5.0,62.5,33.0,6.6,0.0,2.0,12.0,4.1,0.4,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Smith,CAR,2.0,0.0,5.0,5.0,100.0,48.0,9.6,0.0,2.0,17.0,9.6,2.5,24.0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ihmir Smith-Marsette,MIN,8.0,1.0,6.0,5.0,83.3,116.0,23.2,2.0,4.0,44.0,19.3,0.6,14.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.67,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Thomas,CIN,12.0,1.0,11.0,5.0,45.5,52.0,10.4,0.0,3.0,19.0,4.7,0.4,4.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody White,PIT,15.0,0.0,6.0,5.0,83.3,33.0,6.6,0.0,3.0,11.0,5.5,0.3,2.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Charlie Woerner,SFO,17.0,3.0,6.0,5.0,83.3,52.0,10.4,0.0,3.0,27.0,8.7,0.3,3.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Blake,ATL,16.0,0.0,9.0,4.0,44.4,25.0,6.3,0.0,2.0,8.0,2.8,0.3,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Blanton,LAR,11.0,2.0,7.0,4.0,57.1,37.0,9.3,0.0,2.0,23.0,5.3,0.4,3.4,1.0,0,0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,80.0,0.0,100.0,88.9,0.0,0.0,0.0,0.0,0.0
Cj Board,NYG,6.0,1.0,6.0,4.0,66.7,51.0,12.8,0.0,3.0,38.0,8.5,0.7,8.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Marcus Bradley,CLE,5.0,0.0,4.0,4.0,100.0,64.0,16.0,0.0,2.0,37.0,16.0,0.8,12.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Cabinda,DET,14.0,4.0,7.0,4.0,57.1,16.0,4.0,1.0,2.0,6.0,2.3,0.3,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharoh Cooper,NYG,8.0,0.0,11.0,4.0,36.4,33.0,8.3,0.0,1.0,15.0,3.0,0.5,4.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Davis,GNB,14.0,0.0,5.0,4.0,80.0,35.0,8.8,0.0,1.0,22.0,7.0,0.3,2.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Dwelley,SFO,17.0,2.0,5.0,4.0,80.0,51.0,12.8,1.0,2.0,21.0,10.2,0.2,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Fells,2TM,9.0,5.0,5.0,4.0,80.0,43.0,10.8,0.0,2.0,24.0,8.6,0.4,4.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Fuller,MIA,2.0,0.0,8.0,4.0,50.0,26.0,6.5,0.0,3.0,10.0,3.3,2.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Griffin,NOR,13.0,6.0,4.0,4.0,100.0,39.0,9.8,0.0,2.0,14.0,9.8,0.3,3.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Chris Herndon,MIN,16.0,5.0,7.0,4.0,57.1,40.0,10.0,1.0,4.0,17.0,5.7,0.3,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,NOR,12.0,9.0,6.0,4.0,66.7,52.0,13.0,0.0,4.0,15.0,8.7,0.3,4.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Hogan,NOR,5.0,1.0,8.0,4.0,50.0,41.0,10.3,1.0,2.0,16.0,5.1,0.8,8.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Hollister,TEN,3.0,1.0,7.0,4.0,57.1,33.0,8.3,0.0,4.0,14.0,4.7,1.3,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,DET,7.0,0.0,5.0,4.0,80.0,23.0,5.8,0.0,2.0,11.0,4.6,0.6,3.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Johnson,MIA,5.0,4.0,5.0,4.0,80.0,41.0,10.3,0.0,3.0,20.0,8.2,0.8,8.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Johnson,NWE,17.0,6.0,5.0,4.0,80.0,43.0,10.8,0.0,2.0,29.0,8.6,0.2,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Lindsay,2TM,14.0,1.0,5.0,4.0,80.0,45.0,11.3,1.0,1.0,22.0,9.0,0.3,3.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mckeon,DAL,9.0,2.0,6.0,4.0,66.7,27.0,6.8,1.0,2.0,12.0,4.5,0.4,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kene Nwangwu,MIN,11.0,0.0,5.0,4.0,80.0,9.0,2.3,0.0,0.0,6.0,1.8,0.4,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qadree Ollison,ATL,8.0,0.0,6.0,4.0,66.7,12.0,3.0,0.0,1.0,8.0,2.0,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Peterson,2TM,4.0,3.0,4.0,4.0,100.0,8.0,2.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amari Rodgers,GNB,16.0,1.0,8.0,4.0,50.0,45.0,11.3,0.0,2.0,19.0,5.6,0.3,2.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Smallwood,WAS,3.0,0.0,5.0,4.0,80.0,22.0,5.5,0.0,0.0,7.0,4.4,1.3,7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Snead,2TM,9.0,0.0,8.0,4.0,50.0,38.0,9.5,0.0,3.0,15.0,4.8,0.4,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Stoll,PHI,16.0,5.0,5.0,4.0,80.0,22.0,5.5,0.0,0.0,9.0,4.4,0.3,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jj Taylor,NWE,5.0,0.0,4.0,4.0,100.0,8.0,2.0,0.0,0.0,5.0,2.0,0.8,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke'Shawn Vaughn,TAM,12.0,1.0,8.0,4.0,50.0,26.0,6.5,0.0,1.0,8.0,3.3,0.3,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Wilkerson,NWE,3.0,1.0,8.0,4.0,50.0,42.0,10.5,2.0,2.0,20.0,5.3,1.3,14.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Williams,WAS,5.0,0.0,6.0,4.0,66.7,28.0,7.0,0.0,2.0,19.0,4.7,0.8,5.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Akers,LAR,1.0,0.0,3.0,3.0,100.0,10.0,3.3,0.0,0.0,6.0,3.3,3.0,10.0,0.0,0,0,0.0,0.0,3.0,2.33,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,4.7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,7.0,9.0,0.0,0.0,0.0,4.0,2.67,0.0,0.0,0.0,75.0,87.5,90.9,0.0,0.0,0.0,0.0,0.0
Ryquell Armstead,JAX,2.0,0.0,4.0,3.0,75.0,16.0,5.3,0.0,1.0,9.0,4.0,1.5,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brown,MIA,7.0,3.0,5.0,3.0,60.0,10.0,3.3,0.0,0.0,7.0,2.0,0.4,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burton,KAN,16.0,0.0,3.0,3.0,100.0,31.0,10.3,0.0,2.0,20.0,10.3,0.2,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dortch,ARI,5.0,2.0,3.0,3.0,100.0,15.0,5.0,0.0,0.0,10.0,5.0,0.6,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Alex Erickson,CAR,17.0,0.0,4.0,3.0,75.0,55.0,18.3,0.0,2.0,25.0,13.8,0.2,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Gilliam,BUF,16.0,5.0,5.0,3.0,60.0,23.0,7.7,0.0,0.0,8.0,4.6,0.2,1.4,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,ARI,14.0,4.0,6.0,3.0,50.0,10.0,3.3,0.0,0.0,7.0,1.7,0.2,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kj Hill,LAC,6.0,0.0,3.0,3.0,100.0,30.0,10.0,0.0,1.0,19.0,10.0,0.5,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Hudson,TEN,5.0,0.0,6.0,3.0,50.0,31.0,10.3,0.0,2.0,14.0,5.2,0.6,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
